,model_0_coef,model_1_coef,model_2_coef,model_3_coef,model_4_coef
0,3.145006679386106,0.7454077857064927,3.1912732041145278,4.349659798062112,0.5849743334142714
1,-1.1402523089997476,-1.6528074837343736,-2.2336334944987013,-2.627401358069608,-2.550233374442252
2,0.761068922648707,0.27298960254709104,0.8142022682560367,1.2608625501955415,1.2307927579529485
3,-2.80095331935822,-7.20596943974394,-6.43691136449786,-6.605327559790666,-6.917017356878729
4,-1.7855950656453063,-1.7563386420229845,-1.759868680996706,0.0,-1.9328737365359252
5,-1.7855950656453097,-1.7563386420229827,-1.7598686809967057,0.0,-1.9328737365359223
6,-0.013017009988468435,0.6129648383853162,0.511919309011467,0.6230496576277169,0.04033450377767909
7,1.6774594087649122,1.6810917608463023,1.4372585834661853,1.6288809089688756,1.331193645936305
8,-2.8009533193592198,2.525211992907828,2.7268246494558572,2.56571452940284,2.6958584807466868
9,0.03352767257438601,0.4764050736517581,-0.1988233627471638,0.7526307787637124,-0.48830572936519145
10,0.04780367249343715,-0.356824130220231,-0.010758504510408775,0.4148447075223946,0.3294408155973723
11,-1.4860896566096369,-2.9721141173339096,-1.605943334518068,-2.7697467142084777,0.9911715286791279
12,-2.8009533193592198,2.525211992907809,2.7268246494557866,2.565714529402836,2.695858480746679
13,4.188701615543099,4.513619577906088,4.521774528377974,3.762569153019873,0.5146166785954451
14,12.73053847888375,13.262502434418577,0.0,12.300530312090139,12.039896637242883
15,-0.19926639300443402,-1.2436453331882305,-1.0396617951264109,-0.7784243001533042,-1.4745335400106259
16,2.5221096628274613,0.1253501114502245,2.6152109356295097,2.433663332297429,2.3760266885029626
17,-0.8821681597571951,-2.8962251663724903,-1.2475304555471942,-2.3395016387153773,-0.8880343403958625
18,0.8951851697431116,2.283260327986442,0.7356111465266537,1.716451981083362,0.8476998366179002
19,-0.013017009988406778,0.6129648383852594,0.5119193090116545,0.6230496576278137,0.04033450377785632
20,-1.6774594087671697,-1.681091760846983,-1.4372585834665688,-1.628880908968167,-1.3311936459368623
21,-3.08570040245639,-2.366914352732676,-3.0412373378260438,0.8110743095741567,-2.152412187958166
22,-6.6980833290866055,-11.016916297390352,-8.208290633423909,-9.047416581560396,-8.339281916646955
23,-1.0247675839733998,2.0507060432004875,0.45966155385264856,1.0140363700766337,0.263620019295161
24,1.024767583973554,-2.0507060432006,-0.4596615538520502,-1.014036370076983,-0.26362001929524026
25,-0.013017009988091464,0.6129648383855221,0.5119193090115691,0.6230496576280589,0.04033450377776528
26,2.8009533193589125,-2.5252119929082415,-2.726824649455745,-2.5657145294040196,-2.695858480747434
27,-0.013017009988091466,0.6129648383855218,0.5119193090115689,0.6230496576280583,0.04033450377776531
28,1.5436528411691564,0.8481646036534075,0.3697020669833772,1.6899453280651588,1.7137216588772974
29,-2.614568906218453,0.1119416983577214,0.5345535004105655,0.9058180550408329,-0.3350331443465153
30,0.006029953528866486,1.4742421782423043,0.0812181014549472,1.1210489782647515,1.5996815497572165
31,-0.8997780348346142,-1.0919849270505122,-0.13012474532070153,-1.2095349466604377,-2.396830022273853
32,-1.7208208249353019,-0.2703155528086905,0.583460144284242,0.9943040234251891,0.462115328160434
33,-0.7071653807817818,0.5057833072755774,-1.551726657706209,-2.055118210150176,-1.1916660431526496
34,0.04780367249346621,-0.3568241302204281,-0.010758504510462768,0.4148447075224785,0.3294408155974693
35,1.8228319132863853,1.1314382151584013,1.3821200100297704,1.8476062404371916,0.2460509273453115
36,1.276953894225269,1.2378481165241195,0.2249903843750933,2.179883013390697,1.030234893936245
37,1.0108078297371437,1.7476606857672787,0.6599700562817487,1.5065327611875925,0.6075397055042231
38,0.8925300366912655,0.8235979967534646,0.0,0.7530350196142875,0.48954420243969615
39,0.02051066259104152,1.0893699120316611,0.313095946257923,1.3756804363899704,-0.44797122558363145
40,0.8951851697430797,2.2832603279865165,0.7356111465266553,1.7164519810834413,0.8476998366178541
41,0.0,6.231141203743547,7.823809616260676,7.5568620750505655,7.655479920040213
42,0.0,-6.231141203743556,-7.8238096162608315,-7.556862075050463,-7.655479920040248
43,0.04780367249349417,-0.3568241302204919,-0.010758504510478814,0.41484470752250285,0.3294408155974758
44,-2.210621911210859,-1.3711212268817403,-1.2806651511731943,-0.3044594351767768,-1.6766019430494372
45,-0.013017009988138872,0.6129648383853773,0.5119193090113454,0.6230496576276751,0.040334503778110375
46,-2.80095331935897,-7.205969439744337,-6.436911364498367,-6.605327559792072,-6.917017356878628
47,0.0,9.73118143263205,9.163736013964948,9.171042089173072,9.612875837618105
48,0.0,-0.5075108210423023,-0.730739570343046,-0.9107281418974942,-0.1418325165798243
49,0.0,-0.069942639400489,-0.7833772207526706,-0.3622871738984825,-1.6385867402045857
50,4.986251669846511,0.0,4.997818301028709,4.349659798062109,4.346243583353529
51,3.499354025463624,-0.40665277008808765,1.1523642498909574,-1.1806835562778892,2.2715578635706097
52,2.8009533193588796,7.205969439744594,6.436911364497965,6.605327559798488,6.917017356878707
