,model_0_coef,model_1_coef,model_2_coef,model_3_coef,model_4_coef
0,2.439537955303932,1.1659792550438883,3.3243354314449145,4.135776062731531,3.734796147388066
1,3.7336068480996625,3.9554202255970865,4.064893241641621,3.9499099791000063,4.175558589028717
2,7.496392100671217,11.054407079769426,5.977294546240765,22.119493532396433,5.663871430211088
3,18.52937886248725,10.08791059606475,14.747653851240617,10.674722272341102,11.643634145424826
4,21.149633796344734,22.744027897549522,19.88258360500959,21.290763385640776,21.506767875950636
5,3.1323229376745196,1.8312486295817931,0.5892882375150961,1.671547378913498,1.9480619921716538
6,5.533056468229641,5.8131475567099535,6.797418766544537,6.2762202161786105,6.609244675072724
7,0.5172131447782395,2.0291410116749775,2.5492307511635426,0.408935196423859,4.18621263104825
8,16.757929854221842,16.711734447948416,15.75783566358587,16.751571799547076,17.265067827970135
9,8.19180509266004,7.558955356739264,8.425163803055833,7.622971623148004,6.769586088843325
10,1.1881998173823023,1.4850393488016693,0.7986122857191182,0.44939663923165396,0.4619449369627917
11,20.0545325155658,22.26846912975028,10.72221600359697,51511709535164.7,15.192091693239906
12,10.06783549723535,7.889876599292847,14.246780779161812,9.453734960525871,10.411349437741372
13,2.6361896608071236,3.464019926537868,6.247194619316066,3.0573380387116273,4.468221619094127
14,0.2664046687774153,0.7196607492109672,0.8831462426740924,0.1304487474790017,2.446665760430462
15,1.232964238601229,5.451414383607569,2.0731784410276086,2.455347731920413,16.986247729096636
16,2.550067276783436,0.693223293001177,1.63726796489299,0.5550280036550744,0.14637453188092664
17,308240937669203.75,3.7637802262165643,2.504900277766812,1.4226721794732988,1.7863526230076836
18,11.434242530643699,8.793450670061146,8.511687707087207,9.582525710452524,9.556972278488395
19,0.43222740566256945,0.21489608575550356,0.18985683361453276,0.31638540014111527,0.03744102347186473
20,13.907691783454375,11.955842862703431,15.491620607383535,14.455208865260705,13.009708378344303
21,9.132654360790852,9.838891306487916,7.609657438750097,9.102668386154702,7.705069546407479
22,3.1207954967325238,6.014346830788509,3.9000234843660344,3.7289139012967105,4.285579763297997
23,3.3440261064489203,3.8169004851569888,0.7017868265283402,1.0266780072634543,0.8406725738797984
24,6.533073610659357,7.064233580604187,5.832629907984655,7.483223275547328,7.610366693026376
25,0.10365437983037395,7.643555195333055,4.920032487797046,7.079815604146831,4.888706240053975
26,2.0807777499494136,1.2851632713736993,0.4278794480386159,0.05999888799081887,0.9262901132582108
27,1.0373911693797568,1.9463399438887867,3.179035253065056,2.16896177285779,1.2285040394970494
28,2.631496104226,2.3137736723295665,2.7798496243943647,2.8516432147999025,2.032270964619385
29,3.507801802421647,3.7316882973433154,5.120991423048363,5.314075876008279,0.8442353553787025
30,12.12600503259549,0.20367876611884972,1.917380403241494,3.81277377778132,6.830657127635098
31,3.077717230256127,4.34496923981207,5.966770432287739,4.537429270806959,2.2605473468689796
32,32.3039593474312,32.142760435715026,291638555532016.1,34.60710857425389,35.50606967656243
33,10.142578125,6.485151442859206,6.25,6.208984375,6.938823873833427
34,3.7890625,5.1760465772794015,7.0625,3.08349609375,8.308341542512593
35,1.98828125,3.7511310162807168,0.005859375,0.75927734375,2.165535590592666
36,7.1015625,5.53739547279967,6.12109375,7.134765625,6.497478441846958
37,12.13671875,14.23737776607351,8.8515625,12.550750732421875,12.012067236899494
38,2.87109375,3.4132589283471892,4.8603515625,1.104736328125,1.8111565003302916
39,0.71875,3.2852299072392332,8.9140625,1.09619140625,0.4495795529471679
40,12.7646484375,0.22399150205406393,0.404541015625,29.074508666992188,0.6131394188172143
41,0.896484375,2.9015992595596565,2.1484375,0.804443359375,1.0121446162561645
42,0.189453125,0.35023149393740916,2.11572265625,0.40625,1.362427771921947
43,7.5634765625,7.047626704947311,10183189284310.346,9.726104736328125,6.9131944713954825
44,0.792236328125,4.29050782164357,2.609375,3.443115234375,2.2980512913992186
45,2.375,1.846426936555324,2.9990234375,1.608154296875,0.5351107653093461
46,11.57568359375,8.990620330124976,23.9443359375,9.934356689453125,30020293181584.457
47,0.34228515625,2.556332428923029,2.796875,2.80859375,1.2431116994454254
48,4290458733309.2695,5.352299537641121,4.6968994140625,3.54931640625,1.990140756897165
49,2.20703125,1.2745685602249892,5.25,2.719482421875,59057095855105.25
50,184396983190.53702,20.262524268727724,27.5693359375,21.071624755859375,21.53418855072349
51,23.36572265625,22.51514762849579,6645244981344.801,21.96036148071289,22.461139230362086
52,4.2216796875,4.984548091430698,7.565673828125,4.836235046386719,7157530491912.705
53,3.171875,3.042856188475186,3.181640625,0.712890625,0.8490109662753977
54,2.814453125,0.13300596089303385,1.76953125,0.2353515625,0.5101766850437581
55,11.876953125,10.885296705125876,5661026280111.345,11.800621032714844,11.628532369819611
56,8.1328125,7.473394136540687,8.3779296875,8.3525390625,8.27208110735305
57,0.701171875,0.12425157892406302,3572063710916.5054,0.0137939453125,0.5984916106507296
58,1.330078125,0.7671852356307417,1.489593505859375,0.921966552734375,18539317378891.4
59,4.324951171875,5.632659381000889,3.890625,4.114959716796875,2.6368069458656294
60,3.029296875,6.502732583029751,1.171875,4.2333984375,3.0087814397181036
61,10.8154296875,12.392129731764177,16.955078125,7.4730224609375,17.451160281082977
62,5.91015625,8.487480274753285,6.51171875,5.62890625,8.56785014847294
63,8.77734375,9.94294120552686,8.0263671875,9.5400390625,6.861425087999367
64,8.740234375,9.853321549330282,8.5126953125,9.2498779296875,7.705693547023344
65,11.6171875,11.636394673284183,9.541015625,11.61181640625,12.200347876511188
66,10.07421875,5.464756084609041,5.380126953125,6.287109375,6.371261919101888
67,8.890625,6.777483326312185,3.09375,7.318115234375,7.469362261552648
68,8.2734375,8.599438720224123,9.125,9.161865234375,8.82226303712966
69,10.3203125,12.09649043237071,10.359375,11.146484375,10.595542618995935
70,9.3466796875,10.336144069645687,10.336181640625,8.68310546875,9.384814058590852
71,3.05078125,3.276080236842639,5.22265625,1.74853515625,3.3370223863999655
72,8.556640625,7.586790419203998,7.11962890625,50580518.117225684,8.57936565492354
73,2.5390625,2.911097357386612,8.228515625,2.4483642578125,1.6499779633035838
74,0.4296875,2.2081134601956656,4.023712158203125,4.513671875,4.70913707235324
75,8.8203125,1.1724106912133707,3.853515625,6.14117431640625,12.228970415711608
76,4.1953125,2.4079815823098745,4.1796875,1.1591796875,1.5921752612294107
77,0.87109375,1.011687470749961,0.712890625,0.923828125,0.3719418396526981
78,4.484375,2.6703546151490007,1.7421875,1.978515625,2.7788066427573783
79,1.09375,1.4765861931430013,48052990.91426768,1.4810800552368164,1.2603319345128634
80,4.9267578125,1.2637190787295163,3.4169921875,3.513824462890625,1.1704165030167049
81,0.80078125,248269911861105.2,0.87890625,1.359130859375,0.7994466367096917
82,14.03125,152798600484180.12,13.47216796875,13.47772216796875,12.688930178050027
83,0.7412109375,47100257010528.15,1.3984375,0.695068359375,2.1494682793445667
84,1.986328125,497428481652.4841,2.7109375,1.950439453125,1.017718948754995
85,1.3359375,2.2400904822272154,3.22265625,1.30224609375,1.665563030189091
86,2.751953125,2.467440860992963,2.1875,1.55078125,1.3655428794111923
87,2.5,14190498222202.738,3.03515625,2.2236328125,0.4920463348554023
88,0.2724609375,0.9094516890631903,19980626.051613577,0.34326171875,3.0795344935818854
89,1953346.114803398,4.41655110506189,3.900390625,3.2425537109375,0.40453877344627864
90,627857.1827016082,1.4972762543324851,1.07421875,0.421875,2.333241028942223
91,868477.1713914648,8.727494834938046,14.90380859375,8.307819366455078,12.211238564526989
92,1040048.5195168778,1.3918975962217424,0.93115234375,0.0283203125,2.572813541481125
93,126147.71102632582,2.114226730440455,2.12109375,0.96435546875,1.7760736389841103
94,0.91015625,1.9551467354372587,159852.9091346264,0.8251953125,2.031120235361472
95,0.15625,0.975613715727885,272036.8318338841,0.355712890625,3.0874796337816726
96,2.8046875,3.7029344304176375,3.421875,1557.4105147719383,0.25120139889762694
